filename,file_size_bytes,frames,width,height,total_pixels,compression_level,drop_frames,reduce_colors,number_of_colors,optimize_transparency,undo_optimizations,resize_percent,target_width,target_height,elapsed_seconds,output_size_bytes
197901_128_x_128.gif,778183,42,128,128,688128,0,none,true,256,false,true,75,96,96,.140033,416430
197901_128_x_128.gif,778183,42,128,128,688128,0,none,true,256,true,false,75,96,96,.208436,416430
197901_128_x_128.gif,778183,42,128,128,688128,0,none,true,256,false,false,50,64,64,.105418,197914
197901_128_x_128.gif,778183,42,128,128,688128,0,none,true,256,false,false,100,128,128,.128754,740657
197901_128_x_128.gif,778183,42,128,128,688128,0,none,true,256,true,false,100,128,128,.251186,740657
197901_128_x_128.gif,778183,42,128,128,688128,0,none,true,256,false,false,75,96,96,.144858,416430
197901_128_x_128.gif,778183,42,128,128,688128,0,none,true,256,false,false,25,32,32,.073232,51058
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,true,25,32,32,.061977,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,true,50,64,64,.075878,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,true,75,96,96,.124368,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,false,25,32,32,.063076,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,false,50,64,64,.082449,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,true,100,128,128,.155581,371578
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,true,100,128,128,.091788,372076
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,false,75,96,96,.131786,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,true,false,100,128,128,.153270,371578
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,true,25,32,32,.066807,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,true,50,64,64,.085570,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,true,75,96,96,.104181,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,false,100,128,128,.091458,372076
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,false,50,64,64,.075877,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,false,25,32,32,.065286,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,false,256,false,false,75,96,96,.100223,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,true,25,32,32,.061104,13594
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,true,50,64,64,.072432,44572
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,true,100,128,128,.103419,158840
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,true,75,96,96,.093716,88762
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,false,50,64,64,.073063,44572
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,false,75,96,96,.089831,88762
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,false,100,128,128,.106220,158840
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,true,false,25,32,32,.063956,13594
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,true,100,128,128,.080412,158840
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,true,50,64,64,.071927,44572
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,true,75,96,96,.085348,88762
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,true,25,32,32,.062738,13594
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,false,100,128,128,.079210,158840
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,false,25,32,32,.060812,13594
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,false,50,64,64,.070977,44572
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,32,false,false,75,96,96,.087176,88762
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,true,25,32,32,.064584,18459
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,true,50,64,64,.076901,64470
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,true,100,128,128,.115885,230950
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,true,75,96,96,.109723,128786
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,false,50,64,64,.074741,64470
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,false,25,32,32,.068839,18459
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,false,75,96,96,.111099,128786
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,true,false,100,128,128,.123052,230950
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,true,100,128,128,.078057,230987
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,true,50,64,64,.074691,64470
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,true,75,96,96,.091426,128786
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,true,25,32,32,.064379,18459
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,false,100,128,128,.079862,230987
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,false,50,64,64,.074104,64470
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,false,75,96,96,.087911,128786
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,64,false,false,25,32,32,.059961,18459
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,true,25,32,32,.064907,23104
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,false,25,32,32,.064619,23104
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,true,50,64,64,.081670,86018
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,true,75,96,96,.123029,175083
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,false,50,64,64,.080790,86018
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,true,100,128,128,.135744,311527
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,false,75,96,96,.118056,175083
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,true,false,100,128,128,.137157,311527
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,true,100,128,128,.091245,311814
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,true,25,32,32,.062527,23104
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,true,50,64,64,.071015,86018
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,true,75,96,96,.091887,175083
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,false,100,128,128,.083036,311814
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,false,50,64,64,.069613,86018
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,false,25,32,32,.060100,23104
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,128,false,false,75,96,96,.088667,175083
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,true,25,32,32,.060180,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,true,50,64,64,.076835,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,true,100,128,128,.144298,371578
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,true,75,96,96,.130118,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,false,25,32,32,.067304,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,false,50,64,64,.079928,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,false,75,96,96,.128062,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,true,false,100,128,128,.147842,371578
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,true,100,128,128,.099751,372076
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,true,25,32,32,.068728,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,true,50,64,64,.080874,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,true,75,96,96,.102814,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,false,100,128,128,.094492,372076
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,false,50,64,64,.075012,99485
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,false,25,32,32,.063788,25860
197901_128_x_128.gif,778183,42,128,128,688128,0,n2,true,256,false,false,75,96,96,.098156,209374
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,true,25,32,32,.059040,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,true,50,64,64,.069053,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,true,75,96,96,.102985,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,true,100,128,128,.114130,248311
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,false,25,32,32,.058829,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,false,50,64,64,.069245,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,false,75,96,96,.107255,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,true,100,128,128,.076536,249200
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,true,false,100,128,128,.128162,248311
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,true,75,96,96,.084063,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,true,25,32,32,.060230,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,true,50,64,64,.070588,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,false,100,128,128,.078745,249200
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,false,25,32,32,.060672,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,false,50,64,64,.069236,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,false,256,false,false,75,96,96,.084141,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,true,100,128,128,.088560,108688
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,true,50,64,64,.071898,30856
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,true,75,96,96,.080515,61183
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,true,25,32,32,.063782,9000
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,false,100,128,128,.085701,108688
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,false,75,96,96,.080763,61183
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,false,25,32,32,.061548,9000
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,true,false,50,64,64,.069783,30856
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,true,100,128,128,.068433,108688
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,true,25,32,32,.058719,9000
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,true,50,64,64,.067077,30856
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,true,75,96,96,.079166,61183
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,false,100,128,128,.066321,108688
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,false,50,64,64,.066378,30856
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,false,25,32,32,.058980,9000
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,32,false,false,75,96,96,.075299,61183
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,true,50,64,64,.066824,43586
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,true,75,96,96,.086196,87106
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,true,100,128,128,.092749,155122
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,true,25,32,32,.058528,12520
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,false,100,128,128,.088751,155122
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,false,25,32,32,.056621,12520
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,false,50,64,64,.065969,43586
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,true,false,75,96,96,.087474,87106
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,true,100,128,128,.065937,155155
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,true,50,64,64,.063217,43586
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,true,25,32,32,.056835,12520
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,true,75,96,96,.074161,87106
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,false,100,128,128,.070577,155155
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,false,50,64,64,.065555,43586
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,false,75,96,96,.074730,87106
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,64,false,false,25,32,32,.058345,12520
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,true,50,64,64,.068734,58215
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,true,25,32,32,.063754,15679
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,true,75,96,96,.096583,118544
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,true,100,128,128,.105972,208364
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,false,25,32,32,.062860,15679
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,false,50,64,64,.071190,58215
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,false,75,96,96,.096663,118544
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,true,false,100,128,128,.111485,208364
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,true,100,128,128,.080175,208920
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,true,50,64,64,.070349,58215
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,true,75,96,96,.087220,118544
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,true,25,32,32,.064159,15679
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,false,100,128,128,.076465,208920
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,false,25,32,32,.059116,15679
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,false,50,64,64,.069252,58215
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,128,false,false,75,96,96,.078154,118544
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,true,50,64,64,.073303,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,true,25,32,32,.062063,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,true,75,96,96,.100875,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,true,100,128,128,.116634,248311
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,false,25,32,32,.065488,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,false,50,64,64,.073266,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,false,75,96,96,.102855,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,true,false,100,128,128,.123204,248311
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,true,100,128,128,.084508,249200
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,true,50,64,64,.070815,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,true,25,32,32,.059246,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,true,75,96,96,.083362,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,false,100,128,128,.079205,249200
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,false,50,64,64,.067300,66933
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,false,75,96,96,.079977,140666
197901_128_x_128.gif,778183,42,128,128,688128,0,n3,true,256,false,false,25,32,32,.063161,17549
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,true,50,64,64,.064822,47891
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,true,100,128,128,.098626,176908
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,true,25,32,32,.059203,12776
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,true,75,96,96,.091013,99934
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,false,50,64,64,.068282,47891
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,false,25,32,32,.057263,12776
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,false,75,96,96,.087554,99934
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,true,false,100,128,128,.097242,176908
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,true,100,128,128,.073878,177527
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,true,75,96,96,.070184,99934
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,true,25,32,32,.057212,12776
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,true,50,64,64,.064328,47891
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,false,100,128,128,.069248,177527
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,false,50,64,64,.060549,47891
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,true,75,96,96,.068543,43910
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,true,50,64,64,.062490,21935
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,true,100,128,128,.074665,77407
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,false,25,32,32,.057194,12776
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,false,256,false,false,75,96,96,.072053,99934
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,true,25,32,32,.058376,6609
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,false,100,128,128,.072998,77407
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,false,75,96,96,.066307,43910
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,false,25,32,32,.052965,6609
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,true,false,50,64,64,.059744,21935
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,true,100,128,128,.059653,77407
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,true,75,96,96,.063934,43910
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,true,25,32,32,.054312,6609
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,true,50,64,64,.057989,21935
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,false,100,128,128,.061364,77407
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,false,75,96,96,.064641,43910
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,false,50,64,64,.058945,21935
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,32,false,false,25,32,32,.055158,6609
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,64,true,true,100,128,128,.081372,109874
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,64,true,true,50,64,64,.062506,30988
197901_128_x_128.gif,778183,42,128,128,688128,0,n4,true,64,true,true,75,96,96,.082131,62275
